texto_original,texto_limpo,tokens,comentarios,likes,compartilhamentos,repostagens,total,data_hora,author_handle,author_displayName,image_ref
"When Jason Gay opined that Kansas City was the clear Super Bowl favorite heading into the NFL playoffs, he got an earful from the proud and energized fans of the mighty Detroit Lions. He responds.",jason gay opined kansas city clear super bowl favorite heading nfl playoffs got earful proud energized fans mighty detroit lions responds,"['jason', 'gay', 'opined', 'kansas', 'city', 'clear', 'super', 'bowl', 'favorite', 'heading', 'nfl', 'playoffs', 'got', 'earful', 'proud', 'energized', 'fans', 'mighty', 'detroit', 'lions', 'responds']",0,7,2,1,10,2025-01-09T15:25:02.551Z,wsj.com,The Wall Street Journal,False
The economic toll of the deadly California fires could prove a serious blow to a home-insurance market already mired in crisis.,economic toll deadly california fires could prove serious blow homeinsurance market already mired crisis,"['economic', 'toll', 'deadly', 'california', 'fires', 'could', 'prove', 'serious', 'blow', 'homeinsurance', 'market', 'already', 'mired', 'crisis']",4,16,7,1,28,2025-01-09T14:41:02.756Z,wsj.com,The Wall Street Journal,False
Watch live coverage of the funeral service for Jimmy Carter at the Washington National Cathedral. The former president died Dec. 29 at the age of 100.  🔗 https://on.wsj.com/3WctddT,watch live coverage funeral service jimmy carter washington national cathedral former president died dec age,"['watch', 'live', 'coverage', 'funeral', 'service', 'jimmy', 'carter', 'washington', 'national', 'cathedral', 'former', 'president', 'died', 'dec', 'age']",1,18,5,0,24,2025-01-09T14:05:33.253Z,wsj.com,The Wall Street Journal,True
"Exclusive: Liberty Media, which owns the global motorsport juggernaut Formula One and has a stake in ticketing-and-events company Live Nation, among other holdings, has tapped 56-year-old Derek Chang as its new leader, effective Feb. 1",exclusive liberty media owns global motorsport juggernaut formula one stake ticketingandevents company live nation among holdings tapped yearold derek chang new leader effective feb,"['exclusive', 'liberty', 'media', 'owns', 'global', 'motorsport', 'juggernaut', 'formula', 'one', 'stake', 'ticketingandevents', 'company', 'live', 'nation', 'among', 'holdings', 'tapped', 'yearold', 'derek', 'chang', 'new', 'leader', 'effective', 'feb']",2,18,3,0,23,2025-01-09T00:30:07.148Z,wsj.com,The Wall Street Journal,False
"“Our house was full of smoke, they said, get out, get out now.” The Los Angeles fires, which accelerated at an unforgiving pace overnight, have upended lives, destroyed property and raised the daunting question of just how long it will take the city of stars to control the blaze.",house full smoke said get get los angeles fires accelerated unforgiving pace overnight upended lives destroyed property raised daunting question long take city stars control blaze,"['house', 'full', 'smoke', 'said', 'get', 'get', 'los', 'angeles', 'fires', 'accelerated', 'unforgiving', 'pace', 'overnight', 'upended', 'lives', 'destroyed', 'property', 'raised', 'daunting', 'question', 'long', 'take', 'city', 'stars', 'control', 'blaze']",8,55,14,1,78,2025-01-08T22:53:11.361Z,wsj.com,The Wall Street Journal,False
"Evacuees from the Pacific Palisades neighborhood, long home to some of Los Angeles’ wealthiest residents, expressed worries about whether their homes would survive",evacuees pacific palisades neighborhood long home los angeles wealthiest residents expressed worries whether homes would survive,"['evacuees', 'pacific', 'palisades', 'neighborhood', 'long', 'home', 'los', 'angeles', 'wealthiest', 'residents', 'expressed', 'worries', 'whether', 'homes', 'would', 'survive']",8,15,1,0,24,2025-01-08T22:31:03.349Z,wsj.com,The Wall Street Journal,False
"Santa Ana winds are feared by Californians because they are fast-moving, dry and extremely warm—conditions that can turn a tiny spark into a raging blaze that is difficult for firefighters to control.

A look at how Santa Anas form and why conditions are worse now:",santa ana winds feared californians fastmoving dry extremely warmconditions turn tiny spark raging blaze difficult firefighters control look santa anas form conditions worse,"['santa', 'ana', 'winds', 'feared', 'californians', 'fastmoving', 'dry', 'extremely', 'warmconditions', 'turn', 'tiny', 'spark', 'raging', 'blaze', 'difficult', 'firefighters', 'control', 'look', 'santa', 'anas', 'form', 'conditions', 'worse']",1,30,8,1,40,2025-01-08T21:17:31.453Z,wsj.com,The Wall Street Journal,False
OpenAI CEO Sam Altman is being sued by his sister over allegations he sexually abused her when they were children. He denies the claims.,openai ceo sam altman sued sister allegations sexually abused children denies claims,"['openai', 'ceo', 'sam', 'altman', 'sued', 'sister', 'allegations', 'sexually', 'abused', 'children', 'denies', 'claims']",9,37,14,3,63,2025-01-08T20:25:02.746Z,wsj.com,The Wall Street Journal,False
Exclusive: The leader of the Panama Canal Authority denied Trump’s claims that China is controlling the vital trade route and said Trump’s suggestion that U.S. ships get preferential rates “will lead to chaos”,exclusive leader panama canal authority denied trumps claims china controlling vital trade route said trumps suggestion us ships get preferential rates lead chaos,"['exclusive', 'leader', 'panama', 'canal', 'authority', 'denied', 'trumps', 'claims', 'china', 'controlling', 'vital', 'trade', 'route', 'said', 'trumps', 'suggestion', 'us', 'ships', 'get', 'preferential', 'rates', 'lead', 'chaos']",8,86,21,3,118,2025-01-08T20:09:48.258Z,wsj.com,The Wall Street Journal,False
Fed officials saw risks of higher-than-expected inflation—due in part to potential tariffs by Trump—when they made a “finely balanced” decision last month to lower interest rates,fed officials saw risks higherthanexpected inflationdue part potential tariffs trumpwhen made finely balanced decision last month lower interest rates,"['fed', 'officials', 'saw', 'risks', 'higherthanexpected', 'inflationdue', 'part', 'potential', 'tariffs', 'trumpwhen', 'made', 'finely', 'balanced', 'decision', 'last', 'month', 'lower', 'interest', 'rates']",1,32,14,1,48,2025-01-08T19:40:05.057Z,wsj.com,The Wall Street Journal,False
"A trio of Los Angeles fires are striking one of the most iconic swaths of America. The fires accelerated at an unforgiving pace overnight, upending lives and destroying property.",trio los angeles fires striking one iconic swaths america fires accelerated unforgiving pace overnight upending lives destroying property,"['trio', 'los', 'angeles', 'fires', 'striking', 'one', 'iconic', 'swaths', 'america', 'fires', 'accelerated', 'unforgiving', 'pace', 'overnight', 'upending', 'lives', 'destroying', 'property']",3,15,3,0,21,2025-01-08T18:47:41.047Z,wsj.com,The Wall Street Journal,False
Exclusive: Chinese economist Gao Shanwen questioned Beijing’s ability to boost its economy. Leader Xi Jinping ordered him disciplined.,exclusive chinese economist gao shanwen questioned beijings ability boost economy leader xi jinping ordered disciplined,"['exclusive', 'chinese', 'economist', 'gao', 'shanwen', 'questioned', 'beijings', 'ability', 'boost', 'economy', 'leader', 'xi', 'jinping', 'ordered', 'disciplined']",1,20,9,5,35,2025-01-08T17:00:04.860Z,wsj.com,The Wall Street Journal,False
"Donald Trump outlined a second-term foreign-policy agenda that rests not on global alliances and free trade, but on economic coercion and unilateral military might, even against allies",donald trump outlined secondterm foreignpolicy agenda rests global alliances free trade economic coercion unilateral military might even allies,"['donald', 'trump', 'outlined', 'secondterm', 'foreignpolicy', 'agenda', 'rests', 'global', 'alliances', 'free', 'trade', 'economic', 'coercion', 'unilateral', 'military', 'might', 'even', 'allies']",19,35,16,6,76,2025-01-08T16:25:02.755Z,wsj.com,The Wall Street Journal,False
"Elon Musk, the head of six companies, found time to notch another achievement. He says he recently became one of the world’s top players of ""Diablo IV,"" a videogame set in a fantasy realm that involves making elixirs and slaying demons. https://buff.ly/4a5rwF7",elon musk head six companies found time notch another achievement says recently became one worlds top players diablo iv videogame set fantasy realm involves making elixirs slaying demons,"['elon', 'musk', 'head', 'six', 'companies', 'found', 'time', 'notch', 'another', 'achievement', 'says', 'recently', 'became', 'one', 'worlds', 'top', 'players', 'diablo', 'iv', 'videogame', 'set', 'fantasy', 'realm', 'involves', 'making', 'elixirs', 'slaying', 'demons']",20,29,4,10,63,2025-01-08T15:25:03.456Z,wsj.com,The Wall Street Journal,True
"Hoping to travel more glamorously, save money on trips and pack smartly in 2025? Here are five travel hacks you should think twice about and five to try ahead of your next trip",hoping travel glamorously save money trips pack smartly five travel hacks think twice five try ahead next trip,"['hoping', 'travel', 'glamorously', 'save', 'money', 'trips', 'pack', 'smartly', 'five', 'travel', 'hacks', 'think', 'twice', 'five', 'try', 'ahead', 'next', 'trip']",0,7,1,0,8,2025-01-08T14:41:02.956Z,wsj.com,The Wall Street Journal,False
President-elect Donald Trump filed a last-ditch request asking the Supreme Court to block his coming New York sentencing for covering up hush money paid to an adult-film star,presidentelect donald trump filed lastditch request asking supreme court block coming new york sentencing covering hush money paid adultfilm star,"['presidentelect', 'donald', 'trump', 'filed', 'lastditch', 'request', 'asking', 'supreme', 'court', 'block', 'coming', 'new', 'york', 'sentencing', 'covering', 'hush', 'money', 'paid', 'adultfilm', 'star']",6,19,5,2,32,2025-01-08T13:52:12.357Z,wsj.com,The Wall Street Journal,False
"Review: Rapper and singer Bad Bunny celebrates his homeland on a new album, offering an adventurous survey of Puerto Rico's musical styles",review rapper singer bad bunny celebrates homeland new album offering adventurous survey puerto ricos musical styles,"['review', 'rapper', 'singer', 'bad', 'bunny', 'celebrates', 'homeland', 'new', 'album', 'offering', 'adventurous', 'survey', 'puerto', 'ricos', 'musical', 'styles']",1,42,5,1,49,2025-01-08T02:58:03.156Z,wsj.com,The Wall Street Journal,False
"On Long Island's North Shore, a circa-1770s timber-frame house built by a Revolutionary War soldier is coming on the market for $1.248 million. https://buff.ly/404ZF3g",long islands north shore circas timberframe house built revolutionary war soldier coming market million,"['long', 'islands', 'north', 'shore', 'circas', 'timberframe', 'house', 'built', 'revolutionary', 'war', 'soldier', 'coming', 'market', 'million']",6,87,8,0,101,2025-01-08T01:05:02.959Z,wsj.com,The Wall Street Journal,True
"The GOP-led House passed a bill that would impose harsher penalties on some people who are in the country illegally, in a test of how far right Democrats could shift in Trump’s second presidency",gopled house passed bill would impose harsher penalties people country illegally test far right democrats could shift trumps second presidency,"['gopled', 'house', 'passed', 'bill', 'would', 'impose', 'harsher', 'penalties', 'people', 'country', 'illegally', 'test', 'far', 'right', 'democrats', 'could', 'shift', 'trumps', 'second', 'presidency']",4,15,2,0,21,2025-01-07T22:34:02.350Z,wsj.com,The Wall Street Journal,False
A wildfire prompted emergency officials to order residents in the Pacific Palisades neighborhood of Los Angeles to evacuate their homes as forecasters warn a potentially life-threatening windstorm could fuel the fire’s rapid spread,wildfire prompted emergency officials order residents pacific palisades neighborhood los angeles evacuate homes forecasters warn potentially lifethreatening windstorm could fuel fires rapid spread,"['wildfire', 'prompted', 'emergency', 'officials', 'order', 'residents', 'pacific', 'palisades', 'neighborhood', 'los', 'angeles', 'evacuate', 'homes', 'forecasters', 'warn', 'potentially', 'lifethreatening', 'windstorm', 'could', 'fuel', 'fires', 'rapid', 'spread']",0,11,10,0,21,2025-01-07T22:03:19.451Z,wsj.com,The Wall Street Journal,False
"A U.K. parliamentary committee grilled representatives of China-founded bargain site Shein over the sourcing of its cotton, and declared severe dissatisfaction with Shein’s lack of answers",uk parliamentary committee grilled representatives chinafounded bargain site shein sourcing cotton declared severe dissatisfaction sheins lack answers,"['uk', 'parliamentary', 'committee', 'grilled', 'representatives', 'chinafounded', 'bargain', 'site', 'shein', 'sourcing', 'cotton', 'declared', 'severe', 'dissatisfaction', 'sheins', 'lack', 'answers']",0,17,2,1,20,2025-01-07T21:56:02.357Z,wsj.com,The Wall Street Journal,False
"Senior executives at JPMorgan Chase are discussing a plan to require all of the bank's roughly 300,000 employees to return to the office five days a week, people familiar with the matter said",senior executives jpmorgan chase discussing plan require banks roughly employees return office five days week people familiar matter said,"['senior', 'executives', 'jpmorgan', 'chase', 'discussing', 'plan', 'require', 'banks', 'roughly', 'employees', 'return', 'office', 'five', 'days', 'week', 'people', 'familiar', 'matter', 'said']",7,14,5,3,29,2025-01-07T20:25:02.453Z,wsj.com,The Wall Street Journal,False
"President-elect Donald Trump declined to rule out using military or economic coercion to gain control of Greenland and the Panama Canal, ratcheting up his campaign to expand America’s global footprint",presidentelect donald trump declined rule using military economic coercion gain control greenland panama canal ratcheting campaign expand americas global footprint,"['presidentelect', 'donald', 'trump', 'declined', 'rule', 'using', 'military', 'economic', 'coercion', 'gain', 'control', 'greenland', 'panama', 'canal', 'ratcheting', 'campaign', 'expand', 'americas', 'global', 'footprint']",21,23,9,6,59,2025-01-07T19:45:02.949Z,wsj.com,The Wall Street Journal,False
A federal judge temporarily barred the Justice Department from releasing special counsel Jack Smith’s report on his investigation into President-elect Donald Trump,federal judge temporarily barred justice department releasing special counsel jack smiths report investigation presidentelect donald trump,"['federal', 'judge', 'temporarily', 'barred', 'justice', 'department', 'releasing', 'special', 'counsel', 'jack', 'smiths', 'report', 'investigation', 'presidentelect', 'donald', 'trump']",10,13,4,3,30,2025-01-07T19:13:02.661Z,wsj.com,The Wall Street Journal,False
Exclusive: AI startup Anthropic is in advanced talks to raise $2 billion in a deal that would value it at $60 billion,exclusive ai startup anthropic advanced talks raise billion deal would value billion,"['exclusive', 'ai', 'startup', 'anthropic', 'advanced', 'talks', 'raise', 'billion', 'deal', 'would', 'value', 'billion']",0,7,3,1,11,2025-01-07T18:17:45.051Z,wsj.com,The Wall Street Journal,False
"Donald Trump has unveiled plans to cut $2 trillion from federal spending, partly engineered by the Department of Government Efficiency. But DOGE's proposals could encounter legal hurdles.",donald trump unveiled plans cut trillion federal spending partly engineered department government efficiency doges proposals could encounter legal hurdles,"['donald', 'trump', 'unveiled', 'plans', 'cut', 'trillion', 'federal', 'spending', 'partly', 'engineered', 'department', 'government', 'efficiency', 'doges', 'proposals', 'could', 'encounter', 'legal', 'hurdles']",6,11,3,2,22,2025-01-07T18:04:01.948Z,wsj.com,The Wall Street Journal,False
"After tragedies, visitors don’t just want to be safe, they want to feel safe. To see the path New Orleans faces now, consider the moves Las Vegas took after its 2017 shooting.",tragedies visitors dont want safe want feel safe see path new orleans faces consider moves las vegas took shooting,"['tragedies', 'visitors', 'dont', 'want', 'safe', 'want', 'feel', 'safe', 'see', 'path', 'new', 'orleans', 'faces', 'consider', 'moves', 'las', 'vegas', 'took', 'shooting']",0,7,1,1,9,2025-01-07T17:00:21.146Z,wsj.com,The Wall Street Journal,False
"Despite its low-key feel, Kilauea’s 96754 ZIP Code has Hawaii’s priciest residential real estate as ranked by median listing price, at $4.1 million in December 2024.",despite lowkey feel kilaueas zip code hawaiis priciest residential real estate ranked median listing price million december,"['despite', 'lowkey', 'feel', 'kilaueas', 'zip', 'code', 'hawaiis', 'priciest', 'residential', 'real', 'estate', 'ranked', 'median', 'listing', 'price', 'million', 'december']",1,11,2,0,14,2025-01-07T16:25:02.464Z,wsj.com,The Wall Street Journal,False
"Elon Musk is throwing grenades into Europe’s political mainstream over immigration and free speech, triggering diplomatic headaches.",elon musk throwing grenades europes political mainstream immigration free speech triggering diplomatic headaches,"['elon', 'musk', 'throwing', 'grenades', 'europes', 'political', 'mainstream', 'immigration', 'free', 'speech', 'triggering', 'diplomatic', 'headaches']",6,13,5,1,25,2025-01-07T15:25:02.554Z,wsj.com,The Wall Street Journal,False
What will it take to pull Boeing out of its tailspin? Those closest to its troubles weigh in with advice.,take pull boeing tailspin closest troubles weigh advice,"['take', 'pull', 'boeing', 'tailspin', 'closest', 'troubles', 'weigh', 'advice']",0,14,2,2,18,2025-01-07T14:41:02.853Z,wsj.com,The Wall Street Journal,False
"Donald Trump launched an effort to block his hush-money sentencing set for later this week, arguing that the trial judge wrongly scheduled it before the president-elect’s return to the White House",donald trump launched effort block hushmoney sentencing set later week arguing trial judge wrongly scheduled presidentelects return white house,"['donald', 'trump', 'launched', 'effort', 'block', 'hushmoney', 'sentencing', 'set', 'later', 'week', 'arguing', 'trial', 'judge', 'wrongly', 'scheduled', 'presidentelects', 'return', 'white', 'house']",6,30,7,0,43,2025-01-06T22:40:43.966Z,wsj.com,The Wall Street Journal,False
"Meta said UFC President Dana White, Exor CEO John Elkann and technology investor Charlie Songhurst were elected as new members of its board of directors",meta said ufc president dana white exor ceo john elkann technology investor charlie songhurst elected new members board directors,"['meta', 'said', 'ufc', 'president', 'dana', 'white', 'exor', 'ceo', 'john', 'elkann', 'technology', 'investor', 'charlie', 'songhurst', 'elected', 'new', 'members', 'board', 'directors']",6,13,5,3,27,2025-01-06T21:53:32.952Z,wsj.com,The Wall Street Journal,False
"Rudy Giuliani has been found in contempt of court for failing to hand over documents to two former election workers he defamed, a development that could lead to additional fines or even jail time for the Donald Trump ally and former New York City mayor",rudy giuliani found contempt court failing hand documents two former election workers defamed development could lead additional fines even jail time donald trump ally former new york city mayor,"['rudy', 'giuliani', 'found', 'contempt', 'court', 'failing', 'hand', 'documents', 'two', 'former', 'election', 'workers', 'defamed', 'development', 'could', 'lead', 'additional', 'fines', 'even', 'jail', 'time', 'donald', 'trump', 'ally', 'former', 'new', 'york', 'city', 'mayor']",7,79,14,7,107,2025-01-06T21:36:47.564Z,wsj.com,The Wall Street Journal,False
"As President-elect Donald Trump threatens steep tariffs on China products, Guardian Bikes provides a case study of how difficult it is to get U.S.-made parts",presidentelect donald trump threatens steep tariffs china products guardian bikes provides case study difficult get usmade parts,"['presidentelect', 'donald', 'trump', 'threatens', 'steep', 'tariffs', 'china', 'products', 'guardian', 'bikes', 'provides', 'case', 'study', 'difficult', 'get', 'usmade', 'parts']",3,33,7,2,45,2025-01-06T20:25:02.960Z,wsj.com,The Wall Street Journal,False
"Taxidermy is getting a glow up. Thank hip practitioners like Amber Maykut, who has sold a miniature white horse to Neil Patrick Harris and David Burtka. 
🔗 https://trib.al/0Yni4n8",taxidermy getting glow thank hip practitioners like amber maykut sold miniature white horse neil patrick harris david burtka,"['taxidermy', 'getting', 'glow', 'thank', 'hip', 'practitioners', 'like', 'amber', 'maykut', 'sold', 'miniature', 'white', 'horse', 'neil', 'patrick', 'harris', 'david', 'burtka']",11,22,2,6,41,2025-01-06T19:30:06.657Z,wsj.com,The Wall Street Journal,True
"Congress smoothly certified President-elect Trump’s electoral victory, four years after a pro-Trump riot temporarily halted the proceedings confirming President Biden’s win.",congress smoothly certified presidentelect trumps electoral victory four years protrump riot temporarily halted proceedings confirming president bidens win,"['congress', 'smoothly', 'certified', 'presidentelect', 'trumps', 'electoral', 'victory', 'four', 'years', 'protrump', 'riot', 'temporarily', 'halted', 'proceedings', 'confirming', 'president', 'bidens', 'win']",1,17,5,1,24,2025-01-06T19:00:35.661Z,wsj.com,The Wall Street Journal,False
The U.S. economy has added more than two million jobs over the past year. But unemployed office workers are having a hard time finding new jobs. https://www.wsj.com/economy/jobs/job-search-workers-unemployment-months-5a4cfcee?mod=bluesky,us economy added two million jobs past year unemployed office workers hard time finding new jobs,"['us', 'economy', 'added', 'two', 'million', 'jobs', 'past', 'year', 'unemployed', 'office', 'workers', 'hard', 'time', 'finding', 'new', 'jobs']",15,72,24,4,115,2025-01-06T18:30:15.160Z,wsj.com,The Wall Street Journal,True
Watch: Congress meets to certify President-elect Donald Trump’s victory in the 2024 election.,watch congress meets certify presidentelect donald trumps victory election,"['watch', 'congress', 'meets', 'certify', 'presidentelect', 'donald', 'trumps', 'victory', 'election']",7,4,0,0,11,2025-01-06T18:03:06.949Z,wsj.com,The Wall Street Journal,False
"After ending their own driverless plans, ride-sharing companies Uber and Lyft are embracing autonomous-vehicle operators and offering new app features",ending driverless plans ridesharing companies uber lyft embracing autonomousvehicle operators offering new app features,"['ending', 'driverless', 'plans', 'ridesharing', 'companies', 'uber', 'lyft', 'embracing', 'autonomousvehicle', 'operators', 'offering', 'new', 'app', 'features']",3,9,2,3,17,2025-01-06T17:00:03.349Z,wsj.com,The Wall Street Journal,False
"The Biden administration plans to announce it is easing restrictions on humanitarian aid for Syria, a move to speed the delivery of basic supplies without lifting broad sanctions on the country",biden administration plans announce easing restrictions humanitarian aid syria move speed delivery basic supplies without lifting broad sanctions country,"['biden', 'administration', 'plans', 'announce', 'easing', 'restrictions', 'humanitarian', 'aid', 'syria', 'move', 'speed', 'delivery', 'basic', 'supplies', 'without', 'lifting', 'broad', 'sanctions', 'country']",1,18,7,0,26,2025-01-06T16:25:02.959Z,wsj.com,The Wall Street Journal,False
"Prime Minister Justin Trudeau announced his resignation after almost a decade in power, leaving his party in a weakened position as Canada faces an uncertain economic future. https://trib.al/NQmXGeY",prime minister justin trudeau announced resignation almost decade power leaving party weakened position canada faces uncertain economic future,"['prime', 'minister', 'justin', 'trudeau', 'announced', 'resignation', 'almost', 'decade', 'power', 'leaving', 'party', 'weakened', 'position', 'canada', 'faces', 'uncertain', 'economic', 'future']",10,51,8,3,72,2025-01-06T16:14:22.966Z,wsj.com,The Wall Street Journal,True
"When Jeju Air Flight 2216 crash-landed, skidded and burst into flames, it seemed impossible that any of its 181 occupants could have survived. Miraculously, two did—but how?",jeju air flight crashlanded skidded burst flames seemed impossible occupants could survived miraculously two didbut,"['jeju', 'air', 'flight', 'crashlanded', 'skidded', 'burst', 'flames', 'seemed', 'impossible', 'occupants', 'could', 'survived', 'miraculously', 'two', 'didbut']",0,9,6,1,16,2025-01-06T15:25:02.655Z,wsj.com,The Wall Street Journal,False
Watch: President-elect Donald Trump said he plans to pardon many participants charged in the Jan. 6 riot. Experts and those involved in the event explain what it would take for Trump to follow through on that promise.,watch presidentelect donald trump said plans pardon many participants charged jan riot experts involved event explain would take trump follow promise,"['watch', 'presidentelect', 'donald', 'trump', 'said', 'plans', 'pardon', 'many', 'participants', 'charged', 'jan', 'riot', 'experts', 'involved', 'event', 'explain', 'would', 'take', 'trump', 'follow', 'promise']",7,9,7,1,24,2025-01-06T15:00:09.755Z,wsj.com,The Wall Street Journal,False
Time to get noticed at work? Try this first,time get noticed work try first,"['time', 'get', 'noticed', 'work', 'try', 'first']",1,8,1,1,11,2025-01-06T14:41:02.647Z,wsj.com,The Wall Street Journal,False
"The shocking acts of New Year’s Day violence, by men tied to the Army, have raised alarms about the pressures faced by service members",shocking acts new years day violence men tied army raised alarms pressures faced service members,"['shocking', 'acts', 'new', 'years', 'day', 'violence', 'men', 'tied', 'army', 'raised', 'alarms', 'pressures', 'faced', 'service', 'members']",8,26,10,3,47,2025-01-06T13:24:55.159Z,wsj.com,The Wall Street Journal,False
"Donald Trump’s tech-policy chieftains and top antitrust enforcers have at least one big thing in common: They have embraced Elon Musk, along with his views about technology development",donald trumps techpolicy chieftains top antitrust enforcers least one big thing common embraced elon musk along views technology development,"['donald', 'trumps', 'techpolicy', 'chieftains', 'top', 'antitrust', 'enforcers', 'least', 'one', 'big', 'thing', 'common', 'embraced', 'elon', 'musk', 'along', 'views', 'technology', 'development']",6,21,6,1,34,2025-01-06T00:30:03.457Z,wsj.com,The Wall Street Journal,False
"Republicans are wrestling over how quickly they can deliver President-elect Donald Trump some legislative wins on his agenda, with House and Senate leaders divided over the speed and scope of action",republicans wrestling quickly deliver presidentelect donald trump legislative wins agenda house senate leaders divided speed scope action,"['republicans', 'wrestling', 'quickly', 'deliver', 'presidentelect', 'donald', 'trump', 'legislative', 'wins', 'agenda', 'house', 'senate', 'leaders', 'divided', 'speed', 'scope', 'action']",6,11,5,0,22,2025-01-06T00:00:10.053Z,wsj.com,The Wall Street Journal,False
Forget about making a New Year’s resolution. Have you tried imagining your deathbed?,forget making new years resolution tried imagining deathbed,"['forget', 'making', 'new', 'years', 'resolution', 'tried', 'imagining', 'deathbed']",1,14,3,1,19,2025-01-05T23:00:04.246Z,wsj.com,The Wall Street Journal,False
"The credit score, a grade of personal financial health once tucked away on loan applications, has become an everyday obsession for more Americans",credit score grade personal financial health tucked away loan applications become everyday obsession americans,"['credit', 'score', 'grade', 'personal', 'financial', 'health', 'tucked', 'away', 'loan', 'applications', 'become', 'everyday', 'obsession', 'americans']",2,20,5,2,29,2025-01-05T22:30:02.950Z,wsj.com,The Wall Street Journal,False
My frugal upbringing has stuck with me into young adulthood—except for one day a year.,frugal upbringing stuck young adulthoodexcept one day year,"['frugal', 'upbringing', 'stuck', 'young', 'adulthoodexcept', 'one', 'day', 'year']",0,7,1,0,8,2025-01-05T22:00:04.554Z,wsj.com,The Wall Street Journal,False
"How does economic-policy uncertainty affect investors’ portfolios? Stocks, especially small-caps, do best when uncertainty is low. Bonds are best when it jumps.",economicpolicy uncertainty affect investors portfolios stocks especially smallcaps best uncertainty low bonds best jumps,"['economicpolicy', 'uncertainty', 'affect', 'investors', 'portfolios', 'stocks', 'especially', 'smallcaps', 'best', 'uncertainty', 'low', 'bonds', 'best', 'jumps']",0,10,3,1,14,2025-01-05T21:30:08.757Z,wsj.com,The Wall Street Journal,False
"The Winter Arc has no stringent rules, unlike many other viral fitness trends. No mandates on the number of workouts you must do, no diets to follow or other boxes to check. And it’s not too late to start. 🔗 https://trib.al/x1Ql8Uz",winter arc stringent rules unlike many viral fitness trends mandates number workouts must diets follow boxes check late start,"['winter', 'arc', 'stringent', 'rules', 'unlike', 'many', 'viral', 'fitness', 'trends', 'mandates', 'number', 'workouts', 'must', 'diets', 'follow', 'boxes', 'check', 'late', 'start']",3,21,1,1,26,2025-01-05T21:00:19.655Z,wsj.com,The Wall Street Journal,False
Amazon’s Prime Video streaming service has licensed what it said was a documentary about former and future First Lady Melania Trump,amazons prime video streaming service licensed said documentary former future first lady melania trump,"['amazons', 'prime', 'video', 'streaming', 'service', 'licensed', 'said', 'documentary', 'former', 'future', 'first', 'lady', 'melania', 'trump']",22,6,0,8,36,2025-01-05T20:30:03.852Z,wsj.com,The Wall Street Journal,False
"The U.S. Army veteran who rammed a pickup truck into a crowd of revelers in New Orleans twice visited the city in the months leading up to the terrorist attack and, on one trip, recorded video of the area with Meta smart glasses.",us army veteran rammed pickup truck crowd revelers new orleans twice visited city months leading terrorist attack one trip recorded video area meta smart glasses,"['us', 'army', 'veteran', 'rammed', 'pickup', 'truck', 'crowd', 'revelers', 'new', 'orleans', 'twice', 'visited', 'city', 'months', 'leading', 'terrorist', 'attack', 'one', 'trip', 'recorded', 'video', 'area', 'meta', 'smart', 'glasses']",2,16,6,1,25,2025-01-05T20:00:04.467Z,wsj.com,The Wall Street Journal,False
"Venezuelan leader Nicolás Maduro has turned up the heat on the incoming Trump administration by recently seizing 50 foreigners, several of them American passport holders",venezuelan leader nicolás maduro turned heat incoming trump administration recently seizing foreigners several american passport holders,"['venezuelan', 'leader', 'nicolás', 'maduro', 'turned', 'heat', 'incoming', 'trump', 'administration', 'recently', 'seizing', 'foreigners', 'several', 'american', 'passport', 'holders']",4,16,9,1,30,2025-01-05T19:30:02.254Z,wsj.com,The Wall Street Journal,False
"C.J. Box, author of the long-running Joe Pickett series, has managed to expand his legion of fans by making the rounds on fishing, hunting and rodeo podcasts and media.",cj box author longrunning joe pickett series managed expand legion fans making rounds fishing hunting rodeo podcasts media,"['cj', 'box', 'author', 'longrunning', 'joe', 'pickett', 'series', 'managed', 'expand', 'legion', 'fans', 'making', 'rounds', 'fishing', 'hunting', 'rodeo', 'podcasts', 'media']",2,6,2,0,10,2025-01-05T19:00:03.158Z,wsj.com,The Wall Street Journal,False
The recent decline in test scores may have long-term consequences for women's educational success and job prospects,recent decline test scores may longterm consequences womens educational success job prospects,"['recent', 'decline', 'test', 'scores', 'may', 'longterm', 'consequences', 'womens', 'educational', 'success', 'job', 'prospects']",6,13,3,1,23,2025-01-05T18:30:02.455Z,wsj.com,The Wall Street Journal,False
The New Orleans attack and the Las Vegas explosion have reignited concerns about domestic extremism while President-elect Donald Trump tries to leverage the threat of international terrorism.,new orleans attack las vegas explosion reignited concerns domestic extremism presidentelect donald trump tries leverage threat international terrorism,"['new', 'orleans', 'attack', 'las', 'vegas', 'explosion', 'reignited', 'concerns', 'domestic', 'extremism', 'presidentelect', 'donald', 'trump', 'tries', 'leverage', 'threat', 'international', 'terrorism']",5,20,5,0,30,2025-01-05T18:00:05.349Z,wsj.com,The Wall Street Journal,False
Rocket companies plan to accelerate flights in the years ahead as they ferry their own satellites or payloads,rocket companies plan accelerate flights years ahead ferry satellites payloads,"['rocket', 'companies', 'plan', 'accelerate', 'flights', 'years', 'ahead', 'ferry', 'satellites', 'payloads']",3,11,0,1,15,2025-01-05T17:30:02.662Z,wsj.com,The Wall Street Journal,False
